,   DAY,  ELEV. (FT),  STORAGE (AC-FT), RESERVOIR EVAP. (CFS),RIVER GAGE BELOW DAM (CFS),ROCKY FORK CREEK (CFS),TOTAL RESERVOIR RELEASE (CFS), COMPUTED INFLOW (CFS),CALLED OUT? (Y= YES) (N= NO) ,EVAP ACCOUNTED AGAINST FILL ,MIN FLOW BELOW RUEDI GAGE (CFS),REQUIRED TO MEET THE  MIN FLOW (CFS),BOUSTEAD TUNNEL DIVERSIONS (CFS),BOUSTEAD TUNNEL DIVERSIONS (AC-FT),BOUSTEAD REPLACEMENT RELEASE (CFS),BOUSTEAD REPLACEMENT RELEASE (AC-FT),REGULAR CONTRACT RELEASE (CFS),REGULAR CONTRACT RELEASE (AC-FT),CONTRACT REL FOR WOLFORD EXCH (CFS),ADDL CONT REL FOR WOLFORD EXCH (AC-FT),TOTAL CONTRACT RELEASE (CFS),TOTAL CONTRACT RELEASE (AC-FT),ENDANGERED FISH RELEASE (CFS),CUMULATIVE FISH RELEASE (AC-FT),REMAINING AMT AVAIL TO FISH (AC-FT),TOTAL REQUIRED RELEASE (CFS),DISCRE- TIONARY RELEASE (CFS),RELEASE THROUGH PP (CFS),POWER PLANT BYPASS (CFS),FLOWS IN FRYINGPAN >250 CFS (CFS),DAILY OWED TO RIVER ACCOUNT (CFS),OWED TO RIVER ACCOUNT (CFS),OWED TO RIVER ACCOUNT (AC-FT), STORABLE INFLOW (AC-FT),CUMULATIVE STORABLE  INFLOW (AC-FT),DAILY FIRST FILL (AC-FT),CUMULATIVE FIRST FILL (AC-FT),DAILY REFILL RIGHT (AC-FT),CUMULATIVE REFILL RIGHT (AC-FT), PALISADE GAGE (CFS),   ,Other   (CFS),& Wolford  Exchange (CFS),ADDL CONT REL FOR WOLFORD EXCH and CO Water Trust (AC-FT),TOTAL TUNNEL DIVERSIONS (CFS),FRYINGPAN TUNNEL DIVERSIONS (CFS),BOUSTEAD FRYINGPAN DIVERSIONS (AC-FT),ADDITIONAL CONTRACT RELEASE (CFS),ADDL CONT REL FOR VARIOUS (AC-FT)
2005-05-19,THU,7732.830171177945,72628.4766,0,117.453,14.599,102.854,424.6573274514752,N,0,110,95.401,194.3878,1353.7034437000002,0,0,0,0,0,0,0,0,0,0,20825,95.401,7.453000000000003,102.854,0,0,0,47.14381000000003,93.50974713500007,653.0799255000011,75126.80738700007,653.0799255000011,75126.80738700007,0,0,6595.3179,,,,,,,,,
2005-05-20,FRI,7733.90934583851,73496.0234,0,124.6676,19.281,105.38659999999999,542.7683998487578,N,0,110,90.719,405.0451,2157.1103995500002,0,0,0,0,0,0,0,0,0,0,20825,90.719,14.667599999999993,105.38659999999999,0,0,0,47.14381000000003,93.50974713500007,896.6399846000111,76023.44737160008,896.6399846000111,76023.44737160008,0,0,8343.5088,,,,,,,,,
2005-05-21,SAT,7735.318769202454,74638.7969,0,145.654,35.3302,110.3238,686.4637042097281,N,0,110,74.66980000000001,600.7253,3348.6490321,0,0,0,0,0,0,0,0,0,0,20825,74.66980000000001,35.653999999999996,110.3238,0,0,0,47.14381000000003,93.50974713500007,1213.4932089999957,77236.94058060007,1213.4932089999957,77236.94058060007,0,0,11303.9434,,,,,,,,,
2005-05-22,SUN,7737.030532043531,76040.25,0,155.1994,42.5073,112.6921,819.2477339803371,N,0,110,67.4927,731.8932,4800.3591943,0,0,0,0,0,0,0,0,0,0,20825,67.4927,45.1994,112.6921,0,0,0,47.14381000000003,93.50974713500007,1491.1061098999987,78728.04669050006,1491.1061098999987,78728.04669050006,0,0,14523.6836,,,,,,,,,
2005-05-23,MON,7738.859881512605,77558.2813,0,153.7189,47.1354,106.58349999999999,871.9131193597188,N,0,110,62.8646,801.5668,6390.2669421,0,0,0,0,0,0,0,0,0,0,20825,62.8646,43.718899999999984,106.58349999999999,0,0,0,47.14381000000003,93.50974713500007,1604.7477381500023,80332.79442865007,1604.7477381500023,80332.79442865007,0,0,16590.1543,,,,,,,,,
2005-05-24,TUE,7740.8189256804735,79204.9922,0,130.5218,53.4792,77.04260000000002,907.2472382656873,N,0,110,56.5208,792.7728,7962.7317909,0,0,0,0,0,0,0,0,0,0,20825,56.5208,20.52180000000002,77.04260000000002,0,0,0,47.14381000000003,93.50974713500007,1687.415890299991,82020.21031895006,1687.415890299991,82020.21031895006,0,0,17502.0547,,,,,,,,,
2005-05-25,WED,7742.558612032711,80686.1719,0,129.3683,53.0365,76.33180000000002,823.0823419712669,N,0,110,56.9635,834.6495,9618.25907415,0,0,0,0,0,0,0,0,0,0,20825,56.9635,19.368300000000012,76.33180000000002,0,0,0,47.14381000000003,93.50974713500007,1519.596723050008,83539.80704200007,1519.596723050008,83539.80704200007,0,0,17573.709,,,,,,,,,
2005-05-26,THU,7744.120337672811,82029.4531,0,125.5819,50.4469,75.135,752.3627287622877,N,0,110,59.5531,786.1747,11177.636591600001,0,0,0,0,0,0,0,0,0,0,20825,59.5531,15.581900000000005,75.135,0,0,0,47.14381000000003,93.50974713500007,1374.1878986499978,84913.99494065007,1374.1878986499978,84913.99494065007,0,0,16095.7764,,,,,,,,,
2005-05-27,FRI,7745.499624599543,83229.6719,0,122.0893,47.1208,74.96849999999999,680.0699872699785,N,0,110,62.8792,712.3031,12590.489790450001,0,0,0,0,0,0,0,0,0,0,20825,62.8792,12.089299999999994,74.96849999999999,0,0,0,47.14381000000003,93.50974713500007,1224.1979265500024,86138.19286720006,1224.1979265500024,86138.19286720006,0,0,14697.3184,,,,,,,,,
2005-05-28,SAT,7746.699854266211,84282.1719,0,119.5651,43.8938,75.6713,606.2989783463574,N,0,110,66.1062,630.426,13840.939761450001,0,0,0,0,0,0,0,0,0,0,20825,66.1062,9.565100000000001,75.6713,0,0,0,47.14381000000003,93.50974713500007,1071.4723758500002,87209.66524305007,1071.4723758500002,87209.66524305007,0,0,12821.6943,,,,,,,,,
2005-05-29,SUN,7747.769385649717,85226.9063,2.4,116.3361,40.7047,75.6314,554.3280473405601,N,0,110,69.2953,575.9713,14983.378835000001,0,0,0,0,0,0,0,0,0,0,20825,69.2953,6.336100000000002,75.6314,0,0,0,47.14381000000003,93.50974713500007,957.3020543500011,88166.96729740007,957.3020543500011,88166.96729740007,0,0,11532.9209,,,,,,,,,
2005-05-30,MON,7748.889518988764,86222.6719,0,114.9212,39.8391,75.0821,577.1066021426765,N,0,110,70.1609,585.9479,16145.606494650001,0,0,0,0,0,0,0,0,0,0,20825,70.1609,4.921199999999999,75.0821,0,0,0,47.14381000000003,93.50974713500007,1005.5268001999989,89172.49409760007,1005.5268001999989,89172.49409760007,0,0,10849.3643,,,,,,,,,
2005-05-31,TUE,7749.889813184358,87117.3828,6.6,112.253,38.1484,74.1046,531.7814338795088,N,0,110,71.85159999999999,515.6225,17168.3437234,0,0,0,0,0,0,0,0,0,0,20825,71.85159999999999,2.2530000000000143,74.1046,0,0,0,47.14381000000003,93.50974713500007,899.1797255000057,90071.67382310008,899.1797255000057,90071.67382310008,0,0,10516.7705,,,,,,,,,
2005-06-01,WED,7750.799268146504,87936.1406,4.13,112.0495,37.0977,74.95179999999999,491.86617106125135,N,0,110,72.9023,521.1334,18202.011822300003,0,0,0,0,0,0,0,0,0,0,20825,72.9023,2.0494999999999948,74.95179999999999,0,0,0,47.14381000000003,93.50974713500007,822.822983249992,90894.49680635007,822.822983249992,90894.49680635007,0,0,9598.54,,,,,,,,,
2005-06-02,THU,7751.7092836824695,88760.3203,3.82,113.8017,37.6602,76.1415,495.4793724476974,N,0,110,72.3398,579.7684,19351.982443700002,0,0,0,0,0,0,0,0,0,0,20825,72.3398,3.8016999999999967,76.1415,0,0,0,47.14381000000003,93.50974713500007,831.7203719500079,91726.21717830008,831.7203719500079,91726.21717830008,0,0,9117.3271,,,,,,,,,
2005-06-03,FRI,7752.6995053669225,89662.6484,0,113.9381,38.0875,75.85060000000001,530.7677162087214,N,0,110,71.9125,567.1215,20476.867938950003,0,0,0,0,0,0,0,0,0,0,20825,71.9125,3.93810000000002,75.85060000000001,0,0,0,47.14381000000003,93.50974713500007,910.1393213499988,92636.35649965008,910.1393213499988,92636.35649965008,0,0,10224.791,,,,,,,,,
2005-06-04,SAT,7753.689234276388,90570.4063,0.23,110.6518,37.0547,73.5971,531.4817004537418,N,0,110,72.9453,454.2711,21377.914665800003,0,0,0,0,0,0,0,0,0,0,20825,72.9453,0.6517999999999944,73.5971,0,0,0,47.14381000000003,93.50974713500007,909.050745299997,93545.40724495008,909.050745299997,93545.40724495008,0,0,10856.5146,,,,,,,,,
2005-06-05,SUN,7754.579290594595,91391.8438,7.35,108.1312,34.1094,74.02180000000001,495.50716677590117,N,0,110,75.8906,333.999,22040.401682300002,0,0,0,0,0,0,0,0,0,0,20825,75.8906,0,74.02180000000001,0,0,1.8687999999999931,49.01261000000002,97.21651193500004,817.7307351999999,94363.13798015009,817.7307351999999,94363.13798015009,0,0,9875.9414,,,,,,,,,
2005-06-06,MON,7755.3791538131045,92133.9922,6.02,108.895,34.8828,74.01219999999999,454.19322848499667,N,0,110,75.1172,391.3565,22816.657300050003,0,0,0,0,0,0,0,0,0,0,20825,75.1172,0,74.01219999999999,0,0,1.105000000000004,50.11761000000003,99.40827943500005,739.9566324999909,95103.09461265008,739.9566324999909,95103.09461265008,0,0,9173.0771,,,,,,,,,
2005-06-07,TUE,7756.060051279318,92768.3281,7.7,150.2198,35.8828,114.33699999999999,441.84335240736345,N,0,110,74.1172,469.0076,23746.933874650003,0,0,0,0,0,0,0,0,0,0,20825,74.1172,40.21979999999999,114.33699999999999,0,0,0,50.11761000000003,99.40827943500005,714.1118733000054,95817.20648595008,714.1118733000054,95817.20648595008,0,0,9207.957,,,,,,,,,
2005-06-08,WED,7756.769298081023,93433.6016,9.39,162.3432,35.8711,126.4721,471.2659316107868,N,0,110,74.1289,485.3564,24709.638294050004,0,0,0,0,0,0,0,0,0,0,20825,74.1289,52.343199999999996,126.4721,0,0,0,50.11761000000003,99.40827943500005,769.0962371999957,96586.30272315007,769.0962371999957,96586.30272315007,0,0,9064.2529,,,,,,,,,
2005-06-09,THU,7757.4188873940675,94045.4297,2.93,161.6437,35,126.6437,438.0325353919833,N,0,110,75,479.3823,25660.493086100003,0,0,0,0,0,0,0,0,0,0,20825,75,51.643699999999995,126.64,0.0036999999999949296,0,0,50.11761000000003,99.40827943500005,714.2633789499988,97300.56610210007,714.2633789499988,97300.56610210007,0,0,8846.0078,,,,,,,,,
2005-06-10,FRI,7758.039712210526,94631.7266,3.68,159.1406,34.1523,124.98830000000001,424.25534310562193,N,0,110,75.8477,403.2931,26460.424949950004,0,0,0,0,0,0,0,0,0,0,20825,75.8477,49.140600000000006,124.98830000000001,0,0,0,50.11761000000003,99.40827943500005,683.767280100001,97984.33338220007,683.767280100001,97984.33338220007,0,0,9126.833,,,,,,,,,
2005-06-11,SAT,7758.589070736842,95153.6172,0,156.2112,32.325,123.88619999999999,387.00220705822977,N,0,110,77.675,324.0072,27103.093231150004,0,0,0,0,0,0,0,0,0,0,20825,77.675,46.21119999999999,123.88619999999999,0,0,0,50.11761000000003,99.40827943500005,613.5505151999987,98597.88389740007,613.5505151999987,98597.88389740007,0,0,8653.8477,,,,,,,,,
2005-06-12,SUN,7759.200027824268,95735.2266,0,156.1986,31.7471,124.4515,417.6752963196376,N,0,110,78.2529,292.5876,27683.440735750002,0,0,0,0,0,0,0,0,0,0,20825,78.2529,46.1986,124.4515,0,0,0,50.11761000000003,99.40827943500005,673.2443231000011,99271.12822050008,673.2443231000011,99271.12822050008,0,0,8216.8525,,,,,,,,,
2005-06-13,MON,7759.720351778243,96232.6563,7.89,152.8131,29.7938,123.01929999999999,381.69311648601354,N,0,110,80.2062,261.0722,28201.277444450003,0,0,0,0,0,0,0,0,0,0,20825,80.2062,42.8131,123.02,-0.0007000000000090267,0,7.105427357601002e-15,50.117610000000035,99.40827943500007,582.3494838500079,99853.47770435008,582.3494838500079,99853.47770435008,0,0,7960.7915,,,,,,,,,
2005-06-14,TUE,7760.210272925311,96702.7031,8.48,153.8031,28.5039,125.2992,370.7576723972757,N,0,110,81.4961,299.325,28794.98858195,0,0,0,0,0,0,0,0,0,0,20825,81.4961,43.8031,125.2992,0,0,0,50.117610000000035,99.40827943500007,556.9302488499964,100410.40795320008,556.9302488499964,100410.40795320008,0,0,7093.1338,,,,,,,,,
2005-06-15,WED,7760.819623651452,97290.1172,7.28,157.4327,28.2568,129.1759,432.606189891603,N,0,110,81.7432,435.1537,29658.1159459,0,0,0,0,0,0,0,0,0,0,20825,81.7432,47.43270000000001,129.1759,0,0,0,50.117610000000035,99.40827943500007,681.4968604499945,101091.90481365006,681.4968604499945,101091.90481365006,0,0,6858.7808,,,,,,,,,
2005-06-16,THU,7761.439322084623,97889.7031,8.55,159.363,29.1979,130.1651,441.0019162339327,N,0,110,80.8021,611.5405,30871.10652765,0,0,0,0,0,0,0,0,0,0,20825,80.8021,49.363,130.1651,0,0,0,50.117610000000035,99.40827943500007,697.4974105000056,101789.40222415006,697.4974105000056,101789.40222415006,0,0,7468.5229,,,,,,,,,
2005-06-17,FRI,7762.129866803279,98559.75,9.73,161.4235,30.3049,131.1186,478.65898568187606,N,0,110,79.6951,739.2128,32337.33511645,0,0,0,0,0,0,0,0,0,0,20825,79.6951,51.42349999999999,131.1186,0,0,0,50.117610000000035,99.40827943500007,772.045412250001,102561.44763640006,583.5977758499357,102373,188.4476364000584,188.4476364000584,8643.1367,,,,,,,,,
2005-06-18,SAT,7762.879506557377,99291.3984,10.06,161.7476,30.9664,130.7812,509.7085556843991,N,0,110,79.0336,791.5199,33907.3148381,0,0,0,0,0,0,0,0,0,0,20825,79.0336,51.747600000000006,130.7812,0,0,0,50.117610000000035,99.40827943500007,834.2897646000055,103395.73740100006,False,102373,834.2897646000055,1022.7374010000639,9580.9121,,,,,,,,,
2005-06-19,SUN,7763.719673802243,100115,11.27,161.5071,31.3539,130.1532,556.6496179480688,N,0,110,78.6461,787.6425,35469.60373685,0,0,0,0,0,0,0,0,0,0,20825,78.6461,51.507099999999994,130.1532,0,0,0,50.117610000000035,99.40827943500007,925.7659328499946,104321.50333385007,False,102373,925.7659328499946,1948.5033338500584,10612.3906,,,,,,,,,
2005-06-20,MON,7764.509109311741,100893,8.72,171.1614,30.6164,140.545,541.5009465591127,N,0,110,79.3836,747.2219,36951.71837549999,0,0,0,0,0,0,0,0,0,0,20825,79.3836,61.161399999999986,140.545,0,0,0,50.117610000000035,99.40827943500007,899.3136368999999,105220.81697075006,False,102373,899.3136368999999,2847.8169707500583,11064.1113,,,,,,,,,
2005-06-21,TUE,7765.100094271357,101477.5938,3.56,252.2074,30.1797,222.0277,520.3161093773645,N,0,110,79.8203,817.351,38572.93408399999,0,0,0,0,0,0,0,0,0,0,20825,79.8203,142.2074,222.0277,0,2.207400000000007,0,50.117610000000035,99.40827943500007,866.6621779000025,106087.47914865006,False,102373,866.6621779000025,3714.479148650061,10916.4072,,,,,,,,,
2005-06-22,WED,7765.52864321608,101904,5.56,274.3132,29.3266,244.9866,465.5232574237447,N,0,110,80.6734,802.4741,40164.641461349995,0,0,0,0,0,0,0,0,0,0,20825,80.6734,164.3132,244.9866,0,24.313199999999995,0,50.117610000000035,99.40827943500007,752.3214321999976,106839.80058085006,False,102373,752.3214321999976,4466.800580850058,11290.0166,,,,,,,,,
2005-06-23,THU,7765.829145728643,102203,5.86,324.1488,28.3549,295.7939,452.39753498865645,N,0,110,81.6451,785.1967,41722.07911579999,0,0,0,0,0,0,0,0,0,0,20825,81.6451,214.1488,295.7939,0,74.1488,0,50.117610000000035,99.40827943500007,723.7641448,107563.56472565007,False,102373,723.7641448,5190.564725650059,11748.4707,,,,,,,,,
2005-06-24,FRI,7765.939941909548,102313.2422,5.11,406.7835,26.7029,380.0806,440.77023196369714,N,0,110,83.2971,693.3893,43097.41679234999,0,0,0,0,0,0,0,0,0,0,20825,83.2971,296.7835,380.0806,0,156.7835,0,50.117610000000035,99.40827943500007,698.9122722499933,108262.47699790006,False,102373,698.9122722499933,5889.476997900052,11800.8975,,,,,,,,,
2005-06-25,SAT,7765.990232462312,102363.2813,4.17,422.0066,26.1685,395.8381,425.235778346362,N,0,110,83.8315,639.4814,44365.828149249995,0,0,0,0,0,0,0,0,0,0,20825,83.8315,312.0066,395.8381,0,172.0066,0,50.117610000000035,99.40827943500007,668.904191100009,108931.38118900007,False,102373,668.904191100009,6558.381189000062,11119.1836,,,,,,,,,
2005-06-26,SUN,7766,102373,3.79,420.7274,25.0958,395.6316,404.32137312830736,N,0,110,84.9042,593.0277,45542.098592199996,0,0,0,0,0,0,0,0,0,0,20825,84.9042,310.7274,395.6316,0,170.7274,0,50.117610000000035,99.40827943500007,626.0464978999976,109557.42768690006,False,102373,626.0464978999976,7184.427686900059,10782.8115,,,,,,,,,
2005-06-27,MON,7765.990232462312,102363.2813,9.68,415.1414,23.0464,392.09499999999997,396.87522687169263,N,0,110,86.9536,433.0038,46400.961629499994,0,0,0,0,0,0,0,0,0,0,20825,86.9536,305.1414,392.09499999999997,0,165.14139999999998,0,50.117610000000035,99.40827943500007,595.5292669000023,110152.95695380007,False,102373,595.5292669000023,7779.9569538000615,10172.2656,,,,,,,,,
2005-06-28,TUE,7765.959963919598,102333.1641,0,411.7592,21.4823,390.2769,375.093033098055,N,0,110,88.5177,430.6778,47255.211045799995,0,0,0,0,0,0,0,0,0,0,20825,88.5177,301.7592,390.2769,0,161.75920000000002,0,50.117610000000035,99.40827943500007,568.4221731999921,110721.37912700005,False,102373,568.4221731999921,8348.379127000053,9137.29,,,,,,,,,
2005-06-29,WED,7766.0097636363635,102382.7734,8.51,412.0101,21.1161,390.894,424.41499067305824,N,0,110,88.8839,434.012,48116.0738478,0,0,0,0,0,0,0,0,0,0,20825,88.8839,302.0101,390.894,0,162.01010000000002,0,50.117610000000035,99.40827943500007,648.6463333500111,111370.02546035007,False,102373,648.6463333500111,8997.025460350063,9469.042,,,,,,,,,
2005-06-30,THU,7765.990232462312,102363.2813,9.39,410.8636,19.113,391.7506,391.31347622888677,N,0,110,90.887,388.2304,48886.1288462,0,0,0,0,0,0,0,0,0,0,20825,90.887,300.8636,391.7506,0,160.86360000000002,0,50.117610000000035,99.40827943500007,577.270850599997,111947.29631095006,False,102373,577.270850599997,9574.29631095006,9514.2441,,,,,,,,,
2005-07-01,FRI,7765.879883819095,102253.4844,10.26,410.0622,17.8594,392.2028,347.107670178976,N,0,110,92.1406,397.4595,49674.48976445,0,0,0,0,0,0,0,0,0,0,20825,92.1406,300.0622,392.2028,0,160.06220000000002,0,50.117610000000035,99.40827943500007,485.3764736999989,112432.67278465006,False,102373,485.3764736999989,10059.672784650058,8503.833,,,,,,,,,
2005-07-02,SAT,7765.609045226131,101984,9.36,409.5003,16.5859,392.9144,266.41132966977506,N,0,110,93.4141,384.3595,50436.866832700005,0,0,0,0,0,0,0,0,0,0,20825,93.4141,299.5003,392.9144,0,159.50029999999998,0,50.117610000000035,99.40827943500007,324.57444504999876,112757.24722970006,False,102373,324.57444504999876,10384.247229700057,8125.7598,,,,,,,,,
2005-07-03,SUN,7765.309547738693,101686,6.32,406.0172,15.3281,390.6891,246.76962432568692,N,0,110,94.6719,339.2337,51109.73687665001,0,0,0,0,0,0,0,0,0,0,20825,94.6719,296.0172,390.6891,0,156.0172,0,50.117610000000035,99.40827943500007,289.1501162,113046.39734590007,False,102373,289.1501162,10673.397345900057,7892.6377,,,,,,,,,
2005-07-04,MON,7764.990890688259,101369,8.74,405.5408,14.4208,391.12,240.0414973531636,N,0,110,95.5792,266.7096,51638.75536825001,0,0,0,0,0,0,0,0,0,0,20825,95.5792,295.5408,391.12,0,155.5408,0,50.117610000000035,99.40827943500007,269.20517679999995,113315.60252270006,False,102373,269.20517679999995,10942.602522700057,7383.9507,,,,,,,,,
2005-07-05,TUE,7764.700199291498,101081.7969,8.73,390.2167,13.5375,376.6792,240.613082026721,N,0,110,96.4625,229.0618,52093.099448550005,0,0,0,0,0,0,0,0,0,0,20825,96.4625,280.21669999999995,376.6792,0,140.2167,0,50.117610000000035,99.40827943500007,268.60672445000114,113584.20924715007,False,102373,268.60672445000114,11211.209247150058,6680.9321,,,,,,,,,
2005-07-06,WED,7764.580078137652,100963.1172,9.3,321.5922,12.8375,308.7547,258.22122382152367,N,0,110,97.1625,187.2272,52464.464599750005,0,0,0,0,0,0,0,0,0,0,20825,97.1625,211.59220000000002,308.7547,0,71.59219999999999,0,50.117610000000035,99.40827943500007,301.0134286999922,113885.22267585006,False,102373,301.0134286999922,11512.222675850051,6257.2998,,,,,,,,,
2005-07-07,THU,7764.580078137652,100963.1172,10.47,236.636,12.2021,224.4339,234.9039,N,0,110,97.7979,173.5247,52808.650842200004,0,0,0,0,0,0,0,0,0,0,20825,97.7979,126.636,224.4339,0,0,0,50.117610000000035,99.40827943500007,251.182506,114136.40518185006,False,102373,251.182506,11763.40518185005,5736.4434,,,,,,,,,
2005-07-08,FRI,7764.740234412955,101121.3516,11.06,159.2553,11.6479,147.6074,238.44274660952922,N,0,110,98.35210000000001,146.489,53099.2117737,0,0,0,0,0,0,0,0,0,0,20825,98.35210000000001,49.255300000000005,147.6074,0,0,0,50.117610000000035,99.40827943500007,255.9322875500012,114392.33746940007,False,102373,255.9322875500012,12019.337469400052,5255.1953,,,,,,,,,
2005-07-09,SAT,7764.930177732794,101309.0156,6.01,144.6878,11.0021,133.6857,234.30825356692932,N,0,110,98.9979,121.5483,53340.30282675,0,0,0,0,0,0,0,0,0,0,20825,98.9979,34.687799999999996,133.6857,0,0,0,50.117610000000035,99.40827943500007,256.46725130000436,114648.80472070008,False,102373,256.46725130000436,12275.804720700056,4878.9175,,,,,,,,,
2005-07-10,SUN,7765.100094271357,101477.5938,6.71,143.8352,10.8083,133.02689999999998,224.72716972523494,N,0,110,99.1917,100.4413,53539.5281453,0,0,0,0,0,0,0,0,0,0,20825,99.1917,33.835199999999986,133.02689999999998,0,0,0,50.117610000000035,99.40827943500007,235.69031920000353,114884.49503990008,False,102373,235.69031920000353,12511.495039900059,4653.2534,,,,,,,,,
2005-07-11,MON,7765.240232462312,101617.0313,10.22,143.8085,10.3208,133.48770000000002,214.00641439374846,N,0,110,99.6792,101.0616,53739.983828899996,0,0,0,0,0,0,0,0,0,0,20825,99.6792,33.80850000000002,133.48770000000002,0,0,0,50.117610000000035,99.40827943500007,206.49665975000008,115090.99169965008,False,102373,206.49665975000008,12717.99169965006,4280.7651,,,,,,,,,
2005-07-12,TUE,7765.410160201005,101786.1094,9.94,144.6134,10.0797,134.5337,229.7159989664728,N,0,110,99.9203,88.2746,53915.076497999995,0,0,0,0,0,0,0,0,0,0,20825,99.9203,34.61340000000001,134.5337,0,0,0,50.117610000000035,99.40827943500007,237.7337788999988,115328.72547855008,False,102373,237.7337788999988,12955.725478550059,3846.7839,,,,,,,,,
2005-07-13,WED,7765.540036080402,101915.3359,10.82,146.1615,9.6601,136.5014,212.47214363499083,N,0,110,100.3399,84.1147,54081.918005449996,0,0,0,0,0,0,0,0,0,0,20825,100.3399,36.16149999999999,136.5014,0,0,0,50.117610000000035,99.40827943500007,200.9528352500043,115529.67831380009,False,102373,200.9528352500043,13156.678313800063,3624.6506,,,,,,,,,
2005-07-14,THU,7765.689941909548,102064.4922,8.2,145.196,9.46,135.736,219.13453793798226,N,0,110,100.53999999999999,69.4172,54219.607021649994,0,0,0,0,0,0,0,0,0,0,20825,100.53999999999999,35.196,135.736,0,0,0,50.117610000000035,99.40827943500007,218.9675659999878,115748.64587980008,False,102373,218.9675659999878,13375.645879800051,3534.8169,,,,,,,,,
2005-07-15,FRI,7765.8598618090455,102233.5625,8.79,147.9619,8.7487,139.21320000000003,233.24156652382493,N,0,110,101.2513,65.8515,54350.2234719,0,0,0,0,0,0,0,0,0,0,20825,101.2513,37.96190000000003,139.21320000000003,0,0,0,50.117610000000035,99.40827943500007,244.36772865000674,115993.01360845008,False,102373,244.36772865000674,13620.013608450057,3569.3101,,,,,,,,,
2005-07-16,SAT,7765.9199198994975,102293.3203,9.97,169.0988,8.78,160.3188,200.41625147466937,N,0,110,101.22,54.3052,54457.9378361,0,0,0,0,0,0,0,0,0,0,20825,101.22,59.09880000000001,160.3188,0,0,0,50.117610000000035,99.40827943500007,176.9802698000067,116169.9938782501,False,102373,176.9802698000067,13796.993878250065,3408.7104,,,,,,,,,
2005-07-17,SUN,7766,102373,9.98,169.3461,8.5905,160.75560000000002,210.90686291907906,N,0,110,101.4095,38.1885,54533.68472585,0,0,0,0,0,0,0,0,0,0,20825,101.4095,59.34610000000002,160.75560000000002,0,0,0,50.117610000000035,99.40827943500007,197.39268934999333,116367.38656760009,False,102373,197.39268934999333,13994.386567600059,3165.6309,,,,,,,,,
2005-07-18,MON,7765.9799779899495,102353.0781,11.15,207.2151,8.2576,198.9575,200.06368855558298,N,0,110,101.7424,30.7326,54594.64283795,0,0,0,0,0,0,0,0,0,0,20825,101.7424,97.2151,198.9575,0,0,0,50.117610000000035,99.40827943500007,172.90425084999885,116540.29081845008,False,102373,172.90425084999885,14167.290818450057,3027.8638,,,,,,,,,
2005-07-19,TUE,7765.8598618090455,102233.5625,10.55,255.5193,8.0965,247.4228,197.71789705066863,N,0,110,101.9035,15.366,54625.12129895,0,0,0,0,0,0,0,0,0,0,20825,101.9035,145.5193,247.4228,0,5.519299999999987,0,50.117610000000035,99.40827943500007,169.12193155000125,116709.41275000009,False,102373,169.12193155000125,14336.41275000006,2748.9097,,,,,,,,,
2005-07-20,WED,7765.75,102124.25,9.96,246.18,7.7582,238.42180000000002,193.2708849508445,N,0,110,102.2418,16.0814,54657.01875585,0,0,0,0,0,0,0,0,0,0,20825,102.2418,136.18,238.42180000000002,0,0,0,50.117610000000035,99.40827943500007,160.8005300000001,116870.21328000008,False,102373,160.8005300000001,14497.21328000006,2460.6372,,,,,,,,,
2005-07-21,THU,7765.659296482412,102034,4.43,225.1169,7.4218,217.6951,176.62472188051424,N,0,110,102.5782,12.4029,54681.61990799999,0,0,0,0,0,0,0,0,0,0,20825,102.5782,115.1169,217.6951,0,0,0,50.117610000000035,99.40827943500007,138.08437115000004,117008.29765115009,False,102373,138.08437115000004,14635.29765115006,2234.2346,,,,,,,,,
2005-07-22,FRI,7765.609045226131,101984,4.43,213.3048,7.3017,206.0031,185.22513428283338,N,0,110,102.6983,1.4881,54684.57155434999,0,0,0,0,0,0,0,0,0,0,20825,102.6983,103.30479999999999,206.0031,0,0,0,50.117610000000035,99.40827943500007,154.90507080000003,117163.20272195009,False,102373,154.90507080000003,14790.20272195006,2028.3623,,,,,,,,,
2005-07-23,SAT,7765.568844221106,101944,4.43,191.0368,7.0937,183.9431,168.2067274262667,N,0,110,102.9063,1.45,54687.44762934999,0,0,0,0,0,0,0,0,0,0,20825,102.9063,81.03679999999999,183.9431,0,0,0,50.117610000000035,99.40827943500007,120.7364928,117283.93921475009,False,102373,120.7364928,14910.93921475006,1968.5172,,,,,,,,,
2005-07-24,SUN,7765.689941909548,102064.4922,4.43,188.033,6.9609,181.07209999999998,246.2493649357163,N,0,110,103.0391,1.4612,54690.34591954999,0,0,0,0,0,0,0,0,0,0,20825,103.0391,78.03299999999997,181.07209999999998,0,0,0,50.117610000000035,99.40827943500007,275.2706554999932,117559.20987025008,False,102373,275.2706554999932,15186.209870250053,2245.7166,,,,,,,,,
2005-07-25,MON,7765.879883819095,102253.4844,0,276.8616,6.8125,270.0491,365.3312779682419,N,0,110,103.1875,28.8196,54747.50959614999,0,0,0,0,0,0,0,0,0,0,20825,103.1875,166.8616,270.0491,0,26.86160000000001,0,50.117610000000035,99.40827943500007,519.9621836000078,118079.17205385008,False,102373,519.9621836000078,15706.172053850061,2825.542,,,,,,,,,
